nama_pintu_air,lokasi,latitude,longitude,tanggal,tinggi_air,status_siaga
"PA. Manggarai",Ciliwung,-6.207825,106.848458,"2020-03-24 11:10:00",6710,"Status : Normal"
"PS. Krukut Hulu",Krukut,-6.343900,106.798874,"2020-03-24 10:00:00",200,"Status : Normal"
"Pompa Cideng","Cideng Siantar",-6.173271,106.806351,"2020-03-24 11:10:00",100,"Status : Normal"
"P.A. Karet","Banjir Kanal Barat",-6.197901,106.810075,"2020-03-24 11:10:00",3440,"Status : Normal"
"P.A. Marina Ancol ",Laut,-6.125585,106.830154,"2020-03-24 11:10:00",1790,"Status : Siaga 3"
"Pompa Pasar Ikan",Laut,-6.126132,106.809783,"2020-03-24 10:00:00",1820,"Status : Siaga 3"
"Pompa. Pluit","Waduk Pluit",-6.109642,106.796954,"2020-03-24 11:10:00",-1850,"Status : Normal"
"PS. Pesanggrahan",Pesanggrahan,-6.397111000,106.771825000,"2020-03-24 11:10:00",670,"Status : Normal"
"PS. Angke Hulu",Angke,-6.220047,106.694137,"2020-03-24 10:00:00",1100,"Status : Normal"
"PS. Sunter Hulu",Sunter,-6.317920000,106.920901000,"2020-03-24 11:10:00",660,"Status : Normal"
"PA. Pulo Gadung",Sunter,-6.191,106.904194,"2020-03-24 11:10:00",3270,"Status : Normal"
"Pompa Yos Sudarso 1","Sunter Timur",-6.155547,106.885975,"2020-03-24 11:10:00",910,"Status : Normal"
"PS. Cipinang Hulu","Cipinang Hulu",-6.374264,106.883862,"2020-03-24 11:10:00",930,"Status : Normal"
"Pompa Kali Duri (Kalijodo)","Kali Duri",-6.142320,106.790390,"2020-03-24 11:10:00",1430,"Status : Normal"
"P.A. Istiqlal  ",Ciliwung,-6.168254,106.831350,"2020-03-24 11:10:00",1700,"Status : Normal"
"P.A. Jembatan Merah",Ciliwung,-6.149068,106.834214,"2020-03-24 11:10:00",1590,"Status : Siaga 2"
"P.A. Flusing Ancol",Ciliwung,-6.129859,106.831254,"2020-03-24 11:10:00",1650,"Status : Normal"
"P.A. Hek","Kali Baru Timur",-6.287305,106.870630,"2020-03-24 11:10:00",1980,"Status : Normal"
"Bendung. Cibalok - Gadog",Ciliwung,-6.653417,106.869551,"2020-03-24 11:40:00",60,"Status : Normal"
"Bendung. Katulampa (Hulu)",Ciliwung,-6.633167,106.836806,"2020-03-24 11:40:00",300,"Status : Normal"
"PS. Depok",Ciliwung,-6.400514000,106.832143000,"2020-03-24 11:40:00",1360,"Status : Normal"
"PA. Manggarai",Ciliwung,-6.207825,106.848458,"2020-03-24 11:40:00",6680,"Status : Normal"
"PS. Krukut Hulu",Krukut,-6.343900,106.798874,"2020-03-24 11:00:44",670,"Status : Normal"
"Pompa Cideng","Cideng Siantar",-6.173271,106.806351,"2020-03-24 11:40:00",110,"Status : Normal"
"P.A. Karet","Banjir Kanal Barat",-6.197901,106.810075,"2020-03-24 11:40:00",3430,"Status : Normal"
"P.A. Marina Ancol ",Laut,-6.125585,106.830154,"2020-03-24 11:40:00",1740,"Status : Siaga 3"
"Pompa Pasar Ikan",Laut,-6.126132,106.809783,"2020-03-24 11:00:00",1830,"Status : Siaga 3"
"Pompa. Pluit","Waduk Pluit",-6.109642,106.796954,"2020-03-24 11:40:00",-1850,"Status : Normal"
"PS. Pesanggrahan",Pesanggrahan,-6.397111000,106.771825000,"2020-03-24 11:40:00",670,"Status : Normal"
"PS. Angke Hulu",Angke,-6.220047,106.694137,"2020-03-24 11:00:00",1100,"Status : Normal"
"PS. Sunter Hulu",Sunter,-6.317920000,106.920901000,"2020-03-24 11:40:00",660,"Status : Normal"
"PA. Pulo Gadung",Sunter,-6.191,106.904194,"2020-03-24 11:40:00",3270,"Status : Normal"
"Pompa Yos Sudarso 1","Sunter Timur",-6.155547,106.885975,"2020-03-24 11:40:00",900,"Status : Normal"
"PS. Cipinang Hulu","Cipinang Hulu",-6.374264,106.883862,"2020-03-24 11:40:00",930,"Status : Normal"
"Pompa Kali Duri (Kalijodo)","Kali Duri",-6.142320,106.790390,"2020-03-24 11:40:00",1430,"Status : Normal"
"P.A. Istiqlal  ",Ciliwung,-6.168254,106.831350,"2020-03-24 11:40:00",1670,"Status : Normal"
"P.A. Jembatan Merah",Ciliwung,-6.149068,106.834214,"2020-03-24 11:30:00",1570,"Status : Siaga 2"
"P.A. Flusing Ancol",Ciliwung,-6.129859,106.831254,"2020-03-24 11:40:00",1600,"Status : Normal"
"P.A. Hek","Kali Baru Timur",-6.287305,106.870630,"2020-03-24 11:40:00",1820,"Status : Normal"
"Bendung. Cibalok - Gadog",Ciliwung,-6.653417,106.869551,"2020-03-24 12:10:00",60,"Status : Normal"
"Bendung. Katulampa (Hulu)",Ciliwung,-6.633167,106.836806,"2020-03-24 12:10:00",310,"Status : Normal"
"PS. Depok",Ciliwung,-6.400514000,106.832143000,"2020-03-24 12:10:00",1350,"Status : Normal"
"PA. Manggarai",Ciliwung,-6.207825,106.848458,"2020-03-24 12:10:00",6680,"Status : Normal"
"PS. Krukut Hulu",Krukut,-6.343900,106.798874,"2020-03-24 11:00:44",670,"Status : Normal"
"Pompa Cideng","Cideng Siantar",-6.173271,106.806351,"2020-03-24 12:10:00",110,"Status : Normal"
"P.A. Karet","Banjir Kanal Barat",-6.197901,106.810075,"2020-03-24 12:10:00",3480,"Status : Normal"
"P.A. Marina Ancol ",Laut,-6.125585,106.830154,"2020-03-24 12:10:00",1750,"Status : Siaga 3"
"Pompa Pasar Ikan",Laut,-6.126132,106.809783,"2020-03-24 11:00:00",1830,"Status : Siaga 3"
"Pompa. Pluit","Waduk Pluit",-6.109642,106.796954,"2020-03-24 12:10:00",-1820,"Status : Normal"
"PS. Pesanggrahan",Pesanggrahan,-6.397111000,106.771825000,"2020-03-24 12:10:00",670,"Status : Normal"
"PS. Angke Hulu",Angke,-6.220047,106.694137,"2020-03-24 11:00:00",1100,"Status : Normal"
"PS. Sunter Hulu",Sunter,-6.317920000,106.920901000,"2020-03-24 12:10:00",660,"Status : Normal"
"PA. Pulo Gadung",Sunter,-6.191,106.904194,"2020-03-24 12:10:00",3270,"Status : Normal"
"Pompa Yos Sudarso 1","Sunter Timur",-6.155547,106.885975,"2020-03-24 12:10:00",890,"Status : Normal"
"PS. Cipinang Hulu","Cipinang Hulu",-6.374264,106.883862,"2020-03-24 12:00:00",930,"Status : Normal"
"Pompa Kali Duri (Kalijodo)","Kali Duri",-6.142320,106.790390,"2020-03-24 12:10:00",1430,"Status : Normal"
"P.A. Istiqlal  ",Ciliwung,-6.168254,106.831350,"2020-03-24 12:10:00",1640,"Status : Normal"
"P.A. Jembatan Merah",Ciliwung,-6.149068,106.834214,"2020-03-24 12:10:00",1520,"Status : Siaga 2"
"P.A. Flusing Ancol",Ciliwung,-6.129859,106.831254,"2020-03-24 12:10:00",1600,"Status : Normal"
"P.A. Hek","Kali Baru Timur",-6.287305,106.870630,"2020-03-24 12:00:00",1800,"Status : Normal"
"Bendung. Cibalok - Gadog",Ciliwung,-6.653417,106.869551,"2020-03-24 12:40:00",60,"Status : Normal"
"Bendung. Katulampa (Hulu)",Ciliwung,-6.633167,106.836806,"2020-03-24 12:40:00",310,"Status : Normal"
"PS. Depok",Ciliwung,-6.400514000,106.832143000,"2020-03-24 12:40:00",1380,"Status : Normal"
"PA. Manggarai",Ciliwung,-6.207825,106.848458,"2020-03-24 12:40:00",6740,"Status : Normal"
"PS. Krukut Hulu",Krukut,-6.343900,106.798874,"2020-03-24 12:00:00",200,"Status : Normal"
"Pompa Cideng","Cideng Siantar",-6.173271,106.806351,"2020-03-24 12:40:00",120,"Status : Normal"
"P.A. Karet","Banjir Kanal Barat",-6.197901,106.810075,"2020-03-24 12:40:00",3420,"Status : Normal"
"P.A. Marina Ancol ",Laut,-6.125585,106.830154,"2020-03-24 12:40:00",1740,"Status : Siaga 3"
"Pompa Pasar Ikan",Laut,-6.126132,106.809783,"2020-03-24 12:40:00",1720,"Status : Siaga 3"
"Pompa. Pluit","Waduk Pluit",-6.109642,106.796954,"2020-03-24 12:40:00",-1830,"Status : Normal"
"PS. Pesanggrahan",Pesanggrahan,-6.397111000,106.771825000,"2020-03-24 12:40:00",660,"Status : Normal"
"PS. Angke Hulu",Angke,-6.220047,106.694137,"2020-03-24 12:00:00",1000,"Status : Normal"
"PS. Sunter Hulu",Sunter,-6.317920000,106.920901000,"2020-03-24 12:40:00",660,"Status : Normal"
"PA. Pulo Gadung",Sunter,-6.191,106.904194,"2020-03-24 12:40:00",3270,"Status : Normal"
"Pompa Yos Sudarso 1","Sunter Timur",-6.155547,106.885975,"2020-03-24 12:40:00",860,"Status : Normal"
"PS. Cipinang Hulu","Cipinang Hulu",-6.374264,106.883862,"2020-03-24 12:40:00",920,"Status : Normal"
"Pompa Kali Duri (Kalijodo)","Kali Duri",-6.142320,106.790390,"2020-03-24 12:40:00",1430,"Status : Normal"
"P.A. Istiqlal  ",Ciliwung,-6.168254,106.831350,"2020-03-24 12:40:00",1630,"Status : Normal"
"P.A. Jembatan Merah",Ciliwung,-6.149068,106.834214,"2020-03-24 12:40:00",1500,"Status : Siaga 2"
"P.A. Flusing Ancol",Ciliwung,-6.129859,106.831254,"2020-03-24 12:40:00",1590,"Status : Normal"
"P.A. Hek","Kali Baru Timur",-6.287305,106.870630,"2020-03-24 12:40:00",1790,"Status : Normal"
"Bendung. Cibalok - Gadog",Ciliwung,-6.653417,106.869551,"2020-03-24 13:10:00",60,"Status : Normal"
"Bendung. Katulampa (Hulu)",Ciliwung,-6.633167,106.836806,"2020-03-24 13:10:00",300,"Status : Normal"
"PS. Depok",Ciliwung,-6.400514000,106.832143000,"2020-03-24 13:10:00",1390,"Status : Normal"
"PA. Manggarai",Ciliwung,-6.207825,106.848458,"2020-03-24 13:10:00",6730,"Status : Normal"
"PS. Krukut Hulu",Krukut,-6.343900,106.798874,"2020-03-24 12:00:00",200,"Status : Normal"
"Pompa Cideng","Cideng Siantar",-6.173271,106.806351,"2020-03-24 13:10:00",120,"Status : Normal"
"P.A. Karet","Banjir Kanal Barat",-6.197901,106.810075,"2020-03-24 13:10:00",3450,"Status : Normal"
"P.A. Marina Ancol ",Laut,-6.125585,106.830154,"2020-03-24 13:10:00",1720,"Status : Siaga 3"
"Pompa Pasar Ikan",Laut,-6.126132,106.809783,"2020-03-24 13:10:00",1700,"Status : Siaga 3"
"Pompa. Pluit","Waduk Pluit",-6.109642,106.796954,"2020-03-24 13:10:00",-1860,"Status : Normal"
"PS. Pesanggrahan",Pesanggrahan,-6.397111000,106.771825000,"2020-03-24 13:10:00",670,"Status : Normal"
"PS. Angke Hulu",Angke,-6.220047,106.694137,"2020-03-24 12:00:00",1000,"Status : Normal"
"PS. Sunter Hulu",Sunter,-6.317920000,106.920901000,"2020-03-24 13:10:00",660,"Status : Normal"
"PA. Pulo Gadung",Sunter,-6.191,106.904194,"2020-03-24 13:10:00",3270,"Status : Normal"
"Pompa Yos Sudarso 1","Sunter Timur",-6.155547,106.885975,"2020-03-24 13:10:00",850,"Status : Normal"
"PS. Cipinang Hulu","Cipinang Hulu",-6.374264,106.883862,"2020-03-24 13:10:00",920,"Status : Normal"
"Pompa Kali Duri (Kalijodo)","Kali Duri",-6.142320,106.790390,"2020-03-24 13:10:00",1430,"Status : Normal"
"P.A. Istiqlal  ",Ciliwung,-6.168254,106.831350,"2020-03-24 13:10:00",1640,"Status : Normal"
"P.A. Jembatan Merah",Ciliwung,-6.149068,106.834214,"2020-03-24 13:10:00",1510,"Status : Siaga 2"
"P.A. Flusing Ancol",Ciliwung,-6.129859,106.831254,"2020-03-24 13:10:00",1590,"Status : Normal"
"P.A. Hek","Kali Baru Timur",-6.287305,106.870630,"2020-03-24 13:10:00",1790,"Status : Normal"
"Bendung. Cibalok - Gadog",Ciliwung,-6.653417,106.869551,"2020-03-24 13:40:00",70,"Status : Normal"
"Bendung. Katulampa (Hulu)",Ciliwung,-6.633167,106.836806,"2020-03-24 13:40:00",300,"Status : Normal"
"PS. Depok",Ciliwung,-6.400514000,106.832143000,"2020-03-24 13:40:00",1370,"Status : Normal"
"PA. Manggarai",Ciliwung,-6.207825,106.848458,"2020-03-24 13:40:00",6700,"Status : Normal"
"PS. Krukut Hulu",Krukut,-6.343900,106.798874,"2020-03-24 13:00:00",200,"Status : Normal"
"Pompa Cideng","Cideng Siantar",-6.173271,106.806351,"2020-03-24 13:40:00",120,"Status : Normal"
"P.A. Karet","Banjir Kanal Barat",-6.197901,106.810075,"2020-03-24 13:40:00",3500,"Status : Normal"
"P.A. Marina Ancol ",Laut,-6.125585,106.830154,"2020-03-24 13:40:00",1700,"Status : Siaga 3"
"Pompa Pasar Ikan",Laut,-6.126132,106.809783,"2020-03-24 13:40:00",1640,"Status : Normal"
"Pompa. Pluit","Waduk Pluit",-6.109642,106.796954,"2020-03-24 13:40:00",-1860,"Status : Normal"
"PS. Pesanggrahan",Pesanggrahan,-6.397111000,106.771825000,"2020-03-24 13:40:00",690,"Status : Normal"
"PS. Angke Hulu",Angke,-6.220047,106.694137,"2020-03-24 13:11:29",1000,"Status : Normal"
"PS. Sunter Hulu",Sunter,-6.317920000,106.920901000,"2020-03-24 13:40:00",660,"Status : Normal"
"PA. Pulo Gadung",Sunter,-6.191,106.904194,"2020-03-24 13:40:00",3270,"Status : Normal"
"Pompa Yos Sudarso 1","Sunter Timur",-6.155547,106.885975,"2020-03-24 13:40:00",830,"Status : Normal"
"PS. Cipinang Hulu","Cipinang Hulu",-6.374264,106.883862,"2020-03-24 13:40:00",920,"Status : Normal"
"Pompa Kali Duri (Kalijodo)","Kali Duri",-6.142320,106.790390,"2020-03-24 13:40:00",1430,"Status : Normal"
"P.A. Istiqlal  ",Ciliwung,-6.168254,106.831350,"2020-03-24 13:40:00",1590,"Status : Normal"
"P.A. Jembatan Merah",Ciliwung,-6.149068,106.834214,"2020-03-24 13:40:00",1500,"Status : Siaga 2"
"P.A. Flusing Ancol",Ciliwung,-6.129859,106.831254,"2020-03-24 13:40:00",1570,"Status : Normal"
"P.A. Hek","Kali Baru Timur",-6.287305,106.870630,"2020-03-24 13:40:00",1910,"Status : Normal"
"Bendung. Cibalok - Gadog",Ciliwung,-6.653417,106.869551,"2020-03-24 14:10:00",60,"Status : Normal"
"Bendung. Katulampa (Hulu)",Ciliwung,-6.633167,106.836806,"2020-03-24 14:10:00",300,"Status : Normal"
"PS. Depok",Ciliwung,-6.400514000,106.832143000,"2020-03-24 14:10:00",1370,"Status : Normal"
"PA. Manggarai",Ciliwung,-6.207825,106.848458,"2020-03-24 14:10:00",6660,"Status : Normal"
"PS. Krukut Hulu",Krukut,-6.343900,106.798874,"2020-03-24 13:00:00",200,"Status : Normal"
"Pompa Cideng","Cideng Siantar",-6.173271,106.806351,"2020-03-24 14:10:00",110,"Status : Normal"
"P.A. Karet","Banjir Kanal Barat",-6.197901,106.810075,"2020-03-24 14:10:00",3460,"Status : Normal"
"P.A. Marina Ancol ",Laut,-6.125585,106.830154,"2020-03-24 14:10:00",1680,"Status : Normal"
"Pompa Pasar Ikan",Laut,-6.126132,106.809783,"2020-03-24 14:10:00",1650,"Status : Normal"
"Pompa. Pluit","Waduk Pluit",-6.109642,106.796954,"2020-03-24 14:10:00",-1860,"Status : Normal"
"PS. Pesanggrahan",Pesanggrahan,-6.397111000,106.771825000,"2020-03-24 14:10:00",680,"Status : Normal"
"PS. Angke Hulu",Angke,-6.220047,106.694137,"2020-03-24 13:11:29",1000,"Status : Normal"
"PS. Sunter Hulu",Sunter,-6.317920000,106.920901000,"2020-03-24 14:10:00",660,"Status : Normal"
"PA. Pulo Gadung",Sunter,-6.191,106.904194,"2020-03-24 14:10:00",3270,"Status : Normal"
"Pompa Yos Sudarso 1","Sunter Timur",-6.155547,106.885975,"2020-03-24 14:10:00",800,"Status : Normal"
"PS. Cipinang Hulu","Cipinang Hulu",-6.374264,106.883862,"2020-03-24 14:10:00",920,"Status : Normal"
"Pompa Kali Duri (Kalijodo)","Kali Duri",-6.142320,106.790390,"2020-03-24 14:10:00",1430,"Status : Normal"
"P.A. Istiqlal  ",Ciliwung,-6.168254,106.831350,"2020-03-24 14:50:00",1600,"Status : Normal"
"P.A. Jembatan Merah",Ciliwung,-6.149068,106.834214,"2020-03-24 14:10:00",1470,"Status : Siaga 3"
"P.A. Flusing Ancol",Ciliwung,-6.129859,106.831254,"2020-03-24 14:00:00",1560,"Status : Normal"
"P.A. Hek","Kali Baru Timur",-6.287305,106.870630,"2020-03-24 14:10:00",1820,"Status : Normal"
"Bendung. Cibalok - Gadog",Ciliwung,-6.653417,106.869551,"2020-03-24 14:40:00",50,"Status : Normal"
"Bendung. Katulampa (Hulu)",Ciliwung,-6.633167,106.836806,"2020-03-24 14:40:00",310,"Status : Normal"
"PS. Depok",Ciliwung,-6.400514000,106.832143000,"2020-03-24 14:40:00",1370,"Status : Normal"
"PA. Manggarai",Ciliwung,-6.207825,106.848458,"2020-03-24 14:40:00",6530,"Status : Normal"
"PS. Krukut Hulu",Krukut,-6.343900,106.798874,"2020-03-24 14:00:24",650,"Status : Normal"
"Pompa Cideng","Cideng Siantar",-6.173271,106.806351,"2020-03-24 14:40:00",110,"Status : Normal"
"P.A. Karet","Banjir Kanal Barat",-6.197901,106.810075,"2020-03-24 14:40:00",3450,"Status : Normal"
"P.A. Marina Ancol ",Laut,-6.125585,106.830154,"2020-03-24 14:40:00",1640,"Status : Normal"
"Pompa Pasar Ikan",Laut,-6.126132,106.809783,"2020-03-24 14:40:00",1620,"Status : Normal"
"Pompa. Pluit","Waduk Pluit",-6.109642,106.796954,"2020-03-24 14:40:00",-1870,"Status : Normal"
"PS. Pesanggrahan",Pesanggrahan,-6.397111000,106.771825000,"2020-03-24 14:40:00",680,"Status : Normal"
"PS. Angke Hulu",Angke,-6.220047,106.694137,"2020-03-24 14:00:00",1000,"Status : Normal"
"PS. Sunter Hulu",Sunter,-6.317920000,106.920901000,"2020-03-24 14:40:00",660,"Status : Normal"
"PA. Pulo Gadung",Sunter,-6.191,106.904194,"2020-03-24 14:40:00",3270,"Status : Normal"
"Pompa Yos Sudarso 1","Sunter Timur",-6.155547,106.885975,"2020-03-24 14:40:00",800,"Status : Normal"
"PS. Cipinang Hulu","Cipinang Hulu",-6.374264,106.883862,"2020-03-24 14:40:00",920,"Status : Normal"
"Pompa Kali Duri (Kalijodo)","Kali Duri",-6.142320,106.790390,"2020-03-24 14:40:00",1430,"Status : Normal"
"P.A. Istiqlal  ",Ciliwung,-6.168254,106.831350,"2020-03-24 14:50:00",1600,"Status : Normal"
"P.A. Jembatan Merah",Ciliwung,-6.149068,106.834214,"2020-03-24 14:40:00",1440,"Status : Siaga 3"
"P.A. Flusing Ancol",Ciliwung,-6.129859,106.831254,"2020-03-24 14:40:00",1510,"Status : Normal"
"P.A. Hek","Kali Baru Timur",-6.287305,106.870630,"2020-03-24 14:40:00",1800,"Status : Normal"
"Bendung. Cibalok - Gadog",Ciliwung,-6.653417,106.869551,"2020-03-24 15:10:00",70,"Status : Normal"
"Bendung. Katulampa (Hulu)",Ciliwung,-6.633167,106.836806,"2020-03-24 15:10:00",310,"Status : Normal"
"PS. Depok",Ciliwung,-6.400514000,106.832143000,"2020-03-24 15:10:00",1370,"Status : Normal"
"PA. Manggarai",Ciliwung,-6.207825,106.848458,"2020-03-24 15:10:00",6640,"Status : Normal"
"PS. Krukut Hulu",Krukut,-6.343900,106.798874,"2020-03-24 14:00:24",650,"Status : Normal"
"Pompa Cideng","Cideng Siantar",-6.173271,106.806351,"2020-03-24 15:10:00",110,"Status : Normal"
"P.A. Karet","Banjir Kanal Barat",-6.197901,106.810075,"2020-03-24 15:10:00",3390,"Status : Normal"
"P.A. Marina Ancol ",Laut,-6.125585,106.830154,"2020-03-24 15:10:00",1600,"Status : Normal"
"Pompa Pasar Ikan",Laut,-6.126132,106.809783,"2020-03-24 15:10:00",1570,"Status : Normal"
"Pompa. Pluit","Waduk Pluit",-6.109642,106.796954,"2020-03-24 15:10:00",-1870,"Status : Normal"
"PS. Pesanggrahan",Pesanggrahan,-6.397111000,106.771825000,"2020-03-24 15:10:00",680,"Status : Normal"
"PS. Angke Hulu",Angke,-6.220047,106.694137,"2020-03-24 14:00:00",1000,"Status : Normal"
"PS. Sunter Hulu",Sunter,-6.317920000,106.920901000,"2020-03-24 15:10:00",660,"Status : Normal"
"PA. Pulo Gadung",Sunter,-6.191,106.904194,"2020-03-24 15:10:00",3270,"Status : Normal"
"Pompa Yos Sudarso 1","Sunter Timur",-6.155547,106.885975,"2020-03-24 15:10:00",760,"Status : Normal"
"PS. Cipinang Hulu","Cipinang Hulu",-6.374264,106.883862,"2020-03-24 15:10:00",910,"Status : Normal"
"Pompa Kali Duri (Kalijodo)","Kali Duri",-6.142320,106.790390,"2020-03-24 15:10:00",1430,"Status : Normal"
"P.A. Istiqlal  ",Ciliwung,-6.168254,106.831350,"2020-03-24 15:10:00",1530,"Status : Normal"
"P.A. Jembatan Merah",Ciliwung,-6.149068,106.834214,"2020-03-24 15:10:00",1410,"Status : Siaga 3"
"P.A. Flusing Ancol",Ciliwung,-6.129859,106.831254,"2020-03-24 15:10:00",1460,"Status : Normal"
"P.A. Hek","Kali Baru Timur",-6.287305,106.870630,"2020-03-24 15:10:00",1800,"Status : Normal"
"Bendung. Cibalok - Gadog",Ciliwung,-6.653417,106.869551,"2020-03-24 15:40:00",60,"Status : Normal"
"Bendung. Katulampa (Hulu)",Ciliwung,-6.633167,106.836806,"2020-03-24 15:40:00",320,"Status : Normal"
"PS. Depok",Ciliwung,-6.400514000,106.832143000,"2020-03-24 15:40:00",1360,"Status : Normal"
"PA. Manggarai",Ciliwung,-6.207825,106.848458,"2020-03-24 15:30:00",6610,"Status : Normal"
"PS. Krukut Hulu",Krukut,-6.343900,106.798874,"2020-03-24 15:00:02",600,"Status : Normal"
"Pompa Cideng","Cideng Siantar",-6.173271,106.806351,"2020-03-24 15:40:00",110,"Status : Normal"
"P.A. Karet","Banjir Kanal Barat",-6.197901,106.810075,"2020-03-24 15:40:00",3400,"Status : Normal"
"P.A. Marina Ancol ",Laut,-6.125585,106.830154,"2020-03-24 15:40:00",1600,"Status : Normal"
"Pompa Pasar Ikan",Laut,-6.126132,106.809783,"2020-03-24 15:40:00",1580,"Status : Normal"
"Pompa. Pluit","Waduk Pluit",-6.109642,106.796954,"2020-03-24 15:30:00",-1880,"Status : Normal"
"PS. Pesanggrahan",Pesanggrahan,-6.397111000,106.771825000,"2020-03-24 15:40:00",660,"Status : Normal"
"PS. Angke Hulu",Angke,-6.220047,106.694137,"2020-03-24 15:40:00",930,"Status : Normal"
"PS. Sunter Hulu",Sunter,-6.317920000,106.920901000,"2020-03-24 15:40:00",660,"Status : Normal"
"PA. Pulo Gadung",Sunter,-6.191,106.904194,"2020-03-24 15:40:00",3270,"Status : Normal"
"Pompa Yos Sudarso 1","Sunter Timur",-6.155547,106.885975,"2020-03-24 15:40:00",730,"Status : Normal"
"PS. Cipinang Hulu","Cipinang Hulu",-6.374264,106.883862,"2020-03-24 15:40:00",910,"Status : Normal"
"Pompa Kali Duri (Kalijodo)","Kali Duri",-6.142320,106.790390,"2020-03-24 15:40:00",1430,"Status : Normal"
"P.A. Istiqlal  ",Ciliwung,-6.168254,106.831350,"2020-03-24 15:40:00",1500,"Status : Normal"
"P.A. Jembatan Merah",Ciliwung,-6.149068,106.834214,"2020-03-24 15:20:00",1400,"Status : Siaga 3"
"P.A. Flusing Ancol",Ciliwung,-6.129859,106.831254,"2020-03-24 15:40:00",1460,"Status : Normal"
"P.A. Hek","Kali Baru Timur",-6.287305,106.870630,"2020-03-24 15:40:00",1870,"Status : Normal"
"Bendung. Cibalok - Gadog",Ciliwung,-6.653417,106.869551,"2020-03-24 16:10:00",60,"Status : Normal"
"Bendung. Katulampa (Hulu)",Ciliwung,-6.633167,106.836806,"2020-03-24 16:10:00",320,"Status : Normal"
"PS. Depok",Ciliwung,-6.400514000,106.832143000,"2020-03-24 16:10:00",1370,"Status : Normal"
"PA. Manggarai",Ciliwung,-6.207825,106.848458,"2020-03-24 16:10:00",6610,"Status : Normal"
"PS. Krukut Hulu",Krukut,-6.343900,106.798874,"2020-03-24 15:00:02",600,"Status : Normal"
"Pompa Cideng","Cideng Siantar",-6.173271,106.806351,"2020-03-24 16:00:00",110,"Status : Normal"
"P.A. Karet","Banjir Kanal Barat",-6.197901,106.810075,"2020-03-24 16:10:00",3370,"Status : Normal"
"P.A. Marina Ancol ",Laut,-6.125585,106.830154,"2020-03-24 16:10:00",1610,"Status : Normal"
"Pompa Pasar Ikan",Laut,-6.126132,106.809783,"2020-03-24 16:10:00",1590,"Status : Normal"
"Pompa. Pluit","Waduk Pluit",-6.109642,106.796954,"2020-03-24 16:10:00",-1880,"Status : Normal"
"PS. Pesanggrahan",Pesanggrahan,-6.397111000,106.771825000,"2020-03-24 16:10:00",670,"Status : Normal"
"PS. Angke Hulu",Angke,-6.220047,106.694137,"2020-03-24 16:10:00",930,"Status : Normal"
"PS. Sunter Hulu",Sunter,-6.317920000,106.920901000,"2020-03-24 16:10:00",660,"Status : Normal"
"PA. Pulo Gadung",Sunter,-6.191,106.904194,"2020-03-24 16:10:00",3270,"Status : Normal"
"Pompa Yos Sudarso 1","Sunter Timur",-6.155547,106.885975,"2020-03-24 16:10:00",720,"Status : Normal"
"PS. Cipinang Hulu","Cipinang Hulu",-6.374264,106.883862,"2020-03-24 16:10:00",910,"Status : Normal"
"Pompa Kali Duri (Kalijodo)","Kali Duri",-6.142320,106.790390,"2020-03-24 16:10:00",1430,"Status : Normal"
"P.A. Istiqlal  ",Ciliwung,-6.168254,106.831350,"2020-03-24 16:10:00",1490,"Status : Normal"
"P.A. Jembatan Merah",Ciliwung,-6.149068,106.834214,"2020-03-24 16:10:00",1400,"Status : Siaga 3"
"P.A. Flusing Ancol",Ciliwung,-6.129859,106.831254,"2020-03-24 16:10:00",1480,"Status : Normal"
"P.A. Hek","Kali Baru Timur",-6.287305,106.870630,"2020-03-24 16:10:00",1800,"Status : Normal"
"Bendung. Cibalok - Gadog",Ciliwung,-6.653417,106.869551,"2020-03-24 16:40:00",60,"Status : Normal"
"Bendung. Katulampa (Hulu)",Ciliwung,-6.633167,106.836806,"2020-03-24 16:40:00",320,"Status : Normal"
"PS. Depok",Ciliwung,-6.400514000,106.832143000,"2020-03-24 16:40:00",1360,"Status : Normal"
"PA. Manggarai",Ciliwung,-6.207825,106.848458,"2020-03-24 16:40:00",6610,"Status : Normal"
"PS. Krukut Hulu",Krukut,-6.343900,106.798874,"2020-03-24 16:00:22",200,"Status : Normal"
"Pompa Cideng","Cideng Siantar",-6.173271,106.806351,"2020-03-24 16:40:00",110,"Status : Normal"
"P.A. Karet","Banjir Kanal Barat",-6.197901,106.810075,"2020-03-24 16:40:00",3320,"Status : Normal"
"P.A. Marina Ancol ",Laut,-6.125585,106.830154,"2020-03-24 16:40:00",1610,"Status : Normal"
"Pompa Pasar Ikan",Laut,-6.126132,106.809783,"2020-03-24 16:40:00",1560,"Status : Normal"
"Pompa. Pluit","Waduk Pluit",-6.109642,106.796954,"2020-03-24 16:40:00",-1890,"Status : Normal"
"PS. Pesanggrahan",Pesanggrahan,-6.397111000,106.771825000,"2020-03-24 16:40:00",660,"Status : Normal"
"PS. Angke Hulu",Angke,-6.220047,106.694137,"2020-03-24 16:40:00",910,"Status : Normal"
"PS. Sunter Hulu",Sunter,-6.317920000,106.920901000,"2020-03-24 16:40:00",680,"Status : Normal"
"PA. Pulo Gadung",Sunter,-6.191,106.904194,"2020-03-24 16:40:00",3270,"Status : Normal"
"Pompa Yos Sudarso 1","Sunter Timur",-6.155547,106.885975,"2020-03-24 16:40:00",740,"Status : Normal"
